ID;TRAILNAME;ACTIVITIES;TRAIL_CLASS;MAP_LABEL;ACCESSIBLE;GeoJSON;geo_point_2d
11;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail-Driveway;Little Cataraqui Creek CA Trails;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.50832766835106, 44.28105449469366], [-76.50852579244689, 44.281227535068496], [-76.50889388631097, 44.2816691482556], [-76.50897158804499, 44.28191697212304], [-76.50900965969008, 44.282209244205916], [-76.50902190547794, 44.28228958704856]]}";44.281621369,-76.5087716175
12;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail-Driveway;Little Cataraqui Creek CA Trails;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.5024292182468, 44.28432202066169], [-76.50269338902841, 44.284297663582834], [-76.50271057175648, 44.284291729608626], [-76.50272745428624, 44.2842853764419], [-76.50274402661756, 44.28427860511466], [-76.50276026182998, 44.28427144118958], [-76.50277614844109, 44.28426387671526], [-76.50279167563404, 44.28425592984009], [-76.50280680331738, 44.28424760109178], [-76.5028215334553, 44.28423891835387], [-76.50283584071528, 44.284229871156306], [-76.50284971430352, 44.28422047854752], [-76.50286312688678, 44.28421074989031], [-76.5028760674189, 44.28420069433321], [-76.50288853761178, 44.2841903298598], [-76.50290048530476, 44.28417967516256], [-76.50291193785411, 44.284168721779025], [-76.50292285581135, 44.28415749543677], [-76.50293322838297, 44.28414601518427], [-76.50294305556918, 44.284134281021664], [-76.50295231402502, 44.284122311262244], [-76.50296100170414, 44.28411012393908], [-76.50296910756062, 44.284097728200585], [-76.5029766210077, 44.28408515119517], [-76.50298352678197, 44.28407238412083], [-76.50298982582483, 44.28405946387752], [-76.50299549553942, 44.2840463889621], [-76.5030005479133, 44.28403318712616], [-76.50300497190078, 44.28401986751809], [-76.50300876545555, 44.28400644817088], [-76.50301190523301, 44.28399294739774], [-76.50301441652006, 44.28397937386896], [-76.5030162621908, 44.28396574607908], [-76.50301746776161, 44.28395208169832], [-76.50301803348546, 44.28393839062663], [-76.50301793494852, 44.28392469839366], [-76.50301718490927, 44.283911013834484], [-76.50302628785433, 44.28378783322486], [-76.50302333876625, 44.2837375543903], [-76.50302269491083, 44.28368724521711], [-76.50302434469478, 44.2836369427701], [-76.50302831595965, 44.283586707002705], [-76.50303456857236, 44.28353658615867], [-76.50304312065018, 44.28348665202303], [-76.50305394800277, 44.28343693912495], [-76.50306704977143, 44.28338751229652], [-76.50308241702963, 44.283338414868794], [-76.5031000140462, 44.28328972023524], [-76.50311983902179, 44.28324145632776], [-76.50314185868541, 44.28319369470665], [-76.50316605891643, 44.283146471568394], [-76.50322416918745, 44.28302484351899], [-76.50338608841477, 44.28275908241825], [-76.50360321391737, 44.282478099466275], [-76.50377086157862, 44.282256322066246], [-76.5039075167623, 44.28213183271137], [-76.504170019492, 44.28194435926633], [-76.5044506796426, 44.281786832121306], [-76.50472247811895, 44.28164261040773], [-76.50502749127686, 44.28148035941696], [-76.50528344027441, 44.28132755741712], [-76.50538714782498, 44.28125888687697], [-76.50548642931135, 44.281196025691884], [-76.5055190010168, 44.28117638395935], [-76.50555252139407, 44.28115757689202], [-76.50558692798832, 44.28113961251479], [-76.50562217163134, 44.28112252838729], [-76.50565822729128, 44.28110632573908], [-76.50569504552445, 44.281091031329886], [-76.50573258941513, 44.28107667175435], [-76.5057707978311, 44.28106325772101], [-76.50580963116754, 44.28105080865769], [-76.50584904075127, 44.28103933240791], [-76.50588898927641, 44.28102884026653], [-76.5059294150023, 44.281019368158766], [-76.50597027984142, 44.28101089677977], [-76.50601153446625, 44.2810034573897], [-76.50605311617069, 44.28099704811412], [-76.50609498662654, 44.28099168926472], [-76.50613708544944, 44.28098737173422], [-76.50617937421931, 44.28098411223443], [-76.50622179164412, 44.280981915174706], [-76.50626428483335, 44.28098077044887], [-76.50630681766559, 44.28098068663595], [-76.50634932775712, 44.28098167446199], [-76.50668431452699, 44.28097370302318], [-76.50832766835106, 44.28105449469366]]}";44.2820403962,-76.5049580002
13;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.5095560514879, 44.28574536934236], [-76.5094351527584, 44.28577213691319], [-76.50885805127268, 44.28596492074795], [-76.50864161280965, 44.286063345739386], [-76.5085696676446, 44.28613567195009], [-76.5085074131317, 44.28621249734106], [-76.50845539055518, 44.2862931539872], [-76.50841405224786, 44.28637694065134], [-76.50839824653613, 44.2865456672157], [-76.50839773342025, 44.28671456277438], [-76.50841868050213, 44.28688258105004], [-76.50844425959691, 44.28697611018453], [-76.50845649936791, 44.28707116499392], [-76.50845818205111, 44.28716668516683], [-76.50845099758267, 44.28726218679871]]}";44.2863142183,-76.5087283659
14;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.50845099758267, 44.28726218679871], [-76.50845432513968, 44.287261988896944]]}";44.2872620878,-76.5084526614
15;Waterfront Trail;WALKING, BICYCLING;Trail-Paved Pathway;Waterfront Trail;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.4789277274753, 44.23013313247057], [-76.47878733676075, 44.230173974961886], [-76.47824690638413, 44.23009046236035], [-76.47823811355872, 44.23012135492792], [-76.47813150698391, 44.23010461691902], [-76.47813969347503, 44.23007215937209], [-76.47731531226405, 44.22993102137202], [-76.47727402781062, 44.23006851983345], [-76.47780897757455, 44.23016184836769], [-76.47782233500834, 44.230120265056605], [-76.47796865412862, 44.23014166531826], [-76.47795719267569, 44.23018710713131], [-76.47828803440025, 44.230246235763936], [-76.47829962517137, 44.23020596900408], [-76.47848572089404, 44.230234617987996], [-76.47840600678559, 44.23049096404207], [-76.47875225662172, 44.23055913081497]]}";44.230161663,-76.47807563
16;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.52033693746425, 44.27505053108873], [-76.52057410569917, 44.27525281283021], [-76.52077895970791, 44.275421138357984], [-76.52112091561477, 44.275560628564776], [-76.5215266725279, 44.27574428180677], [-76.52180576401712, 44.275875604463636], [-76.52207116324611, 44.27596209487849], [-76.52209645142948, 44.27597076083869], [-76.52240292567791, 44.276029694079135], [-76.5227910404198, 44.276177566031556], [-76.52299473889295, 44.27630088892256], [-76.52300749812655, 44.27630972175883], [-76.52305632299672, 44.27633975192091], [-76.52319439416463, 44.27648283430359]]}";44.2757964876,-76.5217526216
17;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.52319439416463, 44.27648283430359], [-76.52314637255843, 44.27645654683371], [-76.52304533044382, 44.27641322064435], [-76.5229242548874, 44.27636857698388], [-76.52285963283568, 44.27635986761466], [-76.52280862754787, 44.27636214125042], [-76.52270241255067, 44.27638681216906]]}";44.2763987841,-76.5229532399
18;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.52276081732451, 44.27690636916876], [-76.52290663068378, 44.2771084262502], [-76.52302328663336, 44.277281499735736], [-76.52313602590495, 44.27737537115035], [-76.52328594026956, 44.27746068534269], [-76.52331772840567, 44.27747168004037], [-76.5233512739154, 44.27747966624066], [-76.52338566152376, 44.27748558730185], [-76.52342064685142, 44.27748940114526], [-76.52345598127124, 44.27749108066739], [-76.52349141367525, 44.277490613932535], [-76.52352669225914, 44.27748800425759], [-76.52356156631173, 44.277483270188505], [-76.52359578799668, 44.277476445368464], [-76.52362911411382, 44.27746757829882], [-76.52366198131993, 44.277457673145214], [-76.5239272988883, 44.277353271805694]]}";44.2773199942,-76.5232819474
19;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.5239272988883, 44.277353271805694], [-76.52392919687344, 44.27735252534051]]}";44.2773528986,-76.5239282479
20;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.5239272988883, 44.277353271805694], [-76.52392441722573, 44.27734592420818], [-76.5239139276863, 44.27728384364228], [-76.52389895142261, 44.277220238417485], [-76.52387736310556, 44.27715830594165], [-76.5238565993477, 44.277128269041], [-76.52371286313911, 44.276980230389135], [-76.52348262861808, 44.2767503811292], [-76.52339633739102, 44.27667655442647], [-76.5233120563178, 44.27659472419937], [-76.52324113256765, 44.27651430838306], [-76.52320043183441, 44.27648613980116], [-76.52319439416463, 44.27648283430359]]}";44.2768906754,-76.5236046381
21;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail-Driveway;Little Cataraqui Creek CA Trails;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.50655710248475, 44.28192979267472], [-76.50644326796191, 44.28184793927001], [-76.50628553532708, 44.28175483121885], [-76.5061004757085, 44.281665359511024], [-76.5058791342039, 44.28158621426599], [-76.50572638243246, 44.28150945129628], [-76.50555868204701, 44.28138364877993], [-76.50544703622683, 44.28130633453276], [-76.50538714782498, 44.28125888687697]]}";44.2816045038,-76.5059656846
22;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail-Driveway;Little Cataraqui Creek CA Trails;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.50762481267108, 44.28306923495656], [-76.50682222694097, 44.28219415705072], [-76.50670933369723, 44.28206763311213], [-76.50656430047115, 44.28193496896734], [-76.50655710248475, 44.28192979267472]]}";44.282494068,-76.5070962691
23;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail-Driveway;Little Cataraqui Creek CA Trails;Yes;"{""type"": ""LineString"", ""coordinates"": [[-76.50762481267108, 44.28306923495656], [-76.50763500166198, 44.28311808385995], [-76.50782145141584, 44.28336449172868], [-76.50793024671468, 44.283500430841706], [-76.50810344747562, 44.28355389028447], [-76.50813243724704, 44.28382029541524], [-76.50823894227113, 44.28440821032159]]}";44.283696291,-76.508013638
24;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.51158470629153, 44.274823014820115], [-76.51168712797916, 44.27473888567687], [-76.51180286373493, 44.274643341764474], [-76.51191531318915, 44.27458423312898], [-76.5120573774245, 44.274527764504924], [-76.51223699263359, 44.27448167770446], [-76.51276293740659, 44.27436348219965], [-76.51294003679519, 44.274351873060844], [-76.51305253244625, 44.27433647311419], [-76.51313858258474, 44.27429594587399], [-76.5132539506635, 44.27426660615289], [-76.51354301089611, 44.27421874387895], [-76.51378782822489, 44.2742062350634], [-76.51394259452678, 44.27420417456213], [-76.51407164026826, 44.274204787513284], [-76.51414257682823, 44.274203846166046], [-76.51422312536806, 44.27420045636264], [-76.51428116108013, 44.27419968687596], [-76.51432307415905, 44.27419913113846], [-76.51437812871754, 44.27420767421192], [-76.51442088854469, 44.27423954498797], [-76.51446674760057, 44.27426674711236], [-76.5145217288122, 44.274272968317334], [-76.51458944744648, 44.274272070266186], [-76.51464091310015, 44.27426675208708], [-76.5146987234575, 44.27425672129892], [-76.51475999077486, 44.274255899705715], [-76.51482769560312, 44.27425500169637], [-76.51487284050442, 44.27425440289041], [-76.51494699764073, 44.274253419224856], [-76.51501799642864, 44.274254800180124], [-76.51505990953244, 44.274254244171736], [-76.51512117709137, 44.27425343228478], [-76.51517001750156, 44.2742713214935], [-76.515209425624, 44.27429859989979], [-76.51523594563459, 44.27432605738833], [-76.51529505317657, 44.27436698492287], [-76.51536963982785, 44.27438221867344], [-76.51549891146564, 44.274392091091], [-76.51560215176107, 44.2743930339375], [-76.51565057548915, 44.27439470508025], [-76.51570533263781, 44.27439166551116], [-76.51577573450302, 44.27436987121573], [-76.51584983228223, 44.27436657398273], [-76.51589497727075, 44.27436597567163], [-76.51597576424234, 44.274371853647], [-76.51602460497793, 44.27438974158486], [-76.51607356623347, 44.27441226624271], [-76.51612915725866, 44.274441652276], [-76.51619443122328, 44.274470909733076], [-76.51624010131837, 44.27449116424345], [-76.51626303123462, 44.274504760434965], [-76.51635026951105, 44.274510552494256], [-76.51644067886106, 44.274513988612775], [-76.51653770675813, 44.27452428708169], [-76.51659944875358, 44.27454200525861], [-76.51666149124843, 44.274571305359835], [-76.51672006225509, 44.274591378450104], [-76.51675278194246, 44.27460948106975], [-76.51681106778734, 44.27461798095505], [-76.51685943218615, 44.2746173377039], [-76.51695586300912, 44.27460447095036], [-76.51715845562306, 44.27458091989802], [-76.5172196031583, 44.27457548094197], [-76.51726163550161, 44.27457955007803], [-76.51729401021372, 44.27458375560813], [-76.51738632832148, 44.27460545519353], [-76.5174750708344, 44.27463920229914], [-76.51759001314542, 44.27467394353899], [-76.51765227404864, 44.274718031210874], [-76.5177269074806, 44.27473557656633], [-76.5178239484649, 44.27474587376722], [-76.51790503185853, 44.2747633341853], [-76.51797352635282, 44.27479254871926], [-76.51804194632429, 44.27481945043408], [-76.51809360351662, 44.27482107756063], [-76.51814512780747, 44.27481807889365], [-76.51821534905534, 44.27478933518811], [-76.51826962789637, 44.27476776269077], [-76.51834306828762, 44.27473897521072], [-76.51840086443734, 44.27472893463475], [-76.51847491542561, 44.274723322551395], [-76.51855903903477, 44.27473378187103], [-76.51899016265104, 44.27481610953114], [-76.51907112826504, 44.274828933246845], [-76.51919096738096, 44.27484820092342], [-76.51925904462965, 44.274861195947565], [-76.51932692781737, 44.27486724320467], [-76.51938216272687, 44.27488273177158], [-76.51944092678784, 44.27490976110677], [-76.51953515305017, 44.27493630958468], [-76.51959336720432, 44.27494248623089], [-76.5196677030988, 44.274948455530236], [-76.51975154266042, 44.274947340805646], [-76.5198289308633, 44.2749463028695], [-76.5199498182794, 44.27493943182353], [-76.52003447857861, 44.2749597979047], [-76.52027348393281, 44.27504930778803], [-76.52034448097716, 44.27505067644963], [-76.5204283081081, 44.275049560493095], [-76.52071785259409, 44.27502020986604], [-76.5208726781865, 44.275020471852855], [-76.52101157252093, 44.27502788710916], [-76.52118914757781, 44.27503479599319], [-76.52127943955954, 44.27503359330207], [-76.52132135309527, 44.2750330349886], [-76.52140555006852, 44.27504581490354], [-76.52147702538362, 44.27506571454445], [-76.52170763330948, 44.27512752756139], [-76.52177910903035, 44.275147435110036], [-76.52182473284823, 44.27516536522755], [-76.52187405312013, 44.27520178322348], [-76.52196147223535, 44.27521451889032], [-76.5220388596889, 44.275213488468744], [-76.52213797259705, 44.275179729771864], [-76.52233197404736, 44.27507286144567], [-76.52254763620697, 44.27493094257845], [-76.52272568049133, 44.274831244722655], [-76.52284676499983, 44.27477400795934], [-76.52297436161844, 44.27471900789827], [-76.52305401265554, 44.27468087049187], [-76.52310207776503, 44.27466864354015], [-76.5231601847082, 44.274670181457104], [-76.5232313610866, 44.27467850614302], [-76.52330575652974, 44.27468677884516], [-76.5233414707515, 44.27469557555663], [-76.52340643540487, 44.27471324706426], [-76.52345801905973, 44.27471255987613], [-76.52351862837835, 44.27468626299859], [-76.52356268328592, 44.274643962645236], [-76.52358072057893, 44.27459273628815], [-76.52361826455284, 44.27454820990414], [-76.52371069601324, 44.27450526499612], [-76.52376144234239, 44.27447214026661], [-76.52381822071541, 44.2744227206464], [-76.5238690394579, 44.274391917673924], [-76.52392325449809, 44.27436801966826], [-76.52399096044326, 44.274367117109435], [-76.52408774832291, 44.2743681383832], [-76.52433764925887, 44.27442736765614], [-76.5244287050898, 44.274456277183376], [-76.52451320285462, 44.274480646643184], [-76.5245683761651, 44.27449381165205], [-76.5246335218771, 44.27451843035281], [-76.52467568601514, 44.274527141442086], [-76.52478871549087, 44.2745325845327], [-76.52492669667825, 44.27450525567802], [-76.525096994118, 44.27447980978323], [-76.52531576268457, 44.274458344712436], [-76.52539966015571, 44.274459547837886], [-76.52545805417196, 44.274472670299545], [-76.52551699905236, 44.27450664439962], [-76.52556906076804, 44.27452448792768], [-76.52561420692656, 44.27452388575713], [-76.52572335778801, 44.27450389137059], [-76.52583340520323, 44.274518637341295], [-76.52591503152905, 44.27455694654224], [-76.52598059517726, 44.27459778407689], [-76.52607829428439, 44.27463355563006], [-76.52630610328957, 44.27471162464756], [-76.52647806639192, 44.274751040775804], [-76.5266401917284, 44.2747836288396], [-76.52672719016358, 44.27478015299781], [-76.52684361825155, 44.27479249982762], [-76.52689557457511, 44.27480571662205], [-76.52696095893137, 44.27483959487731], [-76.52702921674921, 44.274859543962975], [-76.52711341461945, 44.27487232055574], [-76.52728441979524, 44.2748746730683], [-76.5274234332357, 44.27488671636939], [-76.52755665609556, 44.274924335217285], [-76.52777168580793, 44.275007200667886], [-76.52789302738013, 44.27508436523515], [-76.52797580772699, 44.27516668213143], [-76.52811353363718, 44.27537803376254], [-76.52812787597405, 44.27543346411707], [-76.52811313666959, 44.275486959022224], [-76.52808562494413, 44.27554525235701], [-76.52802263823177, 44.27560402933056], [-76.52793428203542, 44.27567936816623], [-76.52789624784046, 44.27570536446651], [-76.52785827379037, 44.27573368272017], [-76.52784312388123, 44.27577095969783], [-76.52784290403937, 44.27577833608555]]}";44.2746910093,-76.5201691621
25;Little Cataraqui Creek CA Trails;WALKING, CROSS-COUNTRY SKIING, SNOWSHOEING;Park Trail;Little Cataraqui Creek CA Trails;No;"{""type"": ""LineString"", ""coordinates"": [[-76.51158470629153, 44.274823014820115], [-76.5115444043678, 44.27482822346215], [-76.51150411005005, 44.27483317236986], [-76.5114636003388, 44.27483712910825], [-76.51138096509285, 44.27485901864653], [-76.51130107520103, 44.274885654695744], [-76.51122445779659, 44.27491686150625], [-76.51102356841932, 44.274954650434026], [-76.51082041549775, 44.27498556852546], [-76.51061545402587, 44.27500954653306], [-76.5105953940924, 44.27501054500256], [-76.51057531188422, 44.27501034490478], [-76.51055535647707, 44.27500882015359], [-76.51053569646226, 44.2750059836307], [-76.51051649793555, 44.275001859300204], [-76.51049792309385, 44.27499648200611], [-76.5104801288649, 44.274989897177974], [-76.51046326558155, 44.274982160447074], [-76.5104481116374, 44.274972803907964], [-76.51033935136202, 44.2748836365641], [-76.51024088199253, 44.27478849643977], [-76.51015333632309, 44.27468799498256], [-76.51007727693448, 44.27458277809323], [-76.51003244578247, 44.27449007495742], [-76.5099751429369, 44.27440098888752], [-76.50990592400454, 44.274316383575005], [-76.50985709619887, 44.274224362605175], [-76.50982430712378, 44.27412855243161], [-76.50980355950594, 44.27403094660442], [-76.50979512806407, 44.27393232041155], [-76.50978052378422, 44.27391579582691], [-76.50976298623715, 44.27390080364388], [-76.50974373327152, 44.27388694317734], [-76.50972290299356, 44.27387431385179], [-76.50970064482395, 44.27386300626047], [-76.50967711842597, 44.2738531015155], [-76.50965249256022, 44.27384467066602], [-76.50962694387405, 44.2738377741886], [-76.50960065563444, 44.27383246155334], [-76.50957373900461, 44.27382912684611], [-76.5094993016699, 44.27385089533745], [-76.50942699263524, 44.27387594250082], [-76.50935804044978, 44.27390552705652], [-76.50929300010661, 44.27393941087976], [-76.50923239511259, 44.27397732124117], [-76.50917377645574, 44.27401710151293], [-76.50901091052437, 44.27405648781462], [-76.50884801199973, 44.27409580472119], [-76.50868508093926, 44.274135052218774], [-76.50861028286603, 44.274157141529074], [-76.5085375187318, 44.27418233260785], [-76.50846802590814, 44.274211961587255], [-76.5083999342464, 44.274243596393276], [-76.50823761709604, 44.2743096185885], [-76.50808069644728, 44.27438206358379], [-76.50792966410802, 44.274460704338345], [-76.50759163201913, 44.27454845190687], [-76.5075210891065, 44.27456818943601], [-76.50745455996861, 44.27459861991314], [-76.5074198384479, 44.27462997377338], [-76.50732576197122, 44.27470684148754], [-76.50722594174616, 44.27477987410115], [-76.50712068012889, 44.27484885038227], [-76.50708657878711, 44.274876876819235], [-76.50705566496765, 44.27490675085859], [-76.50702813182754, 44.274938285845025], [-76.50700415140187, 44.27497128474519], [-76.50696012582856, 44.27502881549205], [-76.50691098883487, 44.275084168703366], [-76.50685694820524, 44.27513711029221], [-76.50668078338788, 44.27541346751311], [-76.50654336793542, 44.27559662571919], [-76.50651210604197, 44.275637330656764], [-76.50647832585891, 44.27567685982516], [-76.50643997192266, 44.27571418750129], [-76.50639732773266, 44.2757490377715], [-76.50635070850045, 44.27578115303428], [-76.50630045881972, 44.27581029590441], [-76.50624695011928, 44.27583625096756], [-76.50619057791742, 44.27585882637263], [-76.50613175889859, 44.275877855249796], [-76.50607140050458, 44.27589434672821], [-76.50599002474429, 44.27592427522761], [-76.5059114398613, 44.27595761707548], [-76.50583741831242, 44.275996012777654], [-76.50576859469172, 44.27603913316401], [-76.50570232087757, 44.27608458841505], [-76.50564881973513, 44.27612913817177], [-76.50560070098541, 44.27617675132438], [-76.50555830290513, 44.27622709316405], [-76.5055219235584, 44.276279809799], [-76.50549181870116, 44.27633453064218], [-76.505497362953, 44.27635119039491], [-76.50550532897068, 44.27636733275705], [-76.5055151769428, 44.27638291931704], [-76.50552683592647, 44.27639783779239], [-76.5055402219327, 44.276411980713334], [-76.50555523853136, 44.27642524619707], [-76.50557177754578, 44.27643753868166], [-76.50558971983222, 44.27644876961448], [-76.50560893613793, 44.2764588580901], [-76.50562982158527, 44.276467041384215], [-76.50581776301723, 44.27653010646305], [-76.50599825122237, 44.27660355474731], [-76.50617017702896, 44.276686934878164], [-76.50620069627705, 44.27670738406332], [-76.5062269720569, 44.27673071897414], [-76.50625027064183, 44.27675564224774], [-76.50627041155504, 44.276781960822035], [-76.50628723877982, 44.2768094708266], [-76.50630062196818, 44.27683795916187], [-76.5063104574505, 44.276867205149884], [-76.50631666903863, 44.27689698224371], [-76.50631920861598, 44.276927059782345], [-76.50631805651034, 44.27695720477744], [-76.50631322164624, 44.27698718371813], [-76.50630575015714, 44.277016941176754], [-76.50627452434706, 44.277072515138514], [-76.50623910817285, 44.277126679291655], [-76.5061973411209, 44.277178483572165], [-76.5061495354454, 44.27722754068664], [-76.50609604854584, 44.277273483879725], [-76.506037280295, 44.277315969676046], [-76.50597367004957, 44.277354680448006], [-76.5059077202758, 44.27739159809689], [-76.50585516862124, 44.27744186927776], [-76.50580554512916, 44.277493385134484], [-76.50576242159363, 44.27754781493487], [-76.50572613646538, 44.2776047314921], [-76.5056969745246, 44.27766368810229], [-76.50567516464584, 44.277724222050395], [-76.50565976425416, 44.277785768023364], [-76.50540341871239, 44.27807123968028], [-76.50535319272296, 44.27822772450527], [-76.5051961914538, 44.278486364520425], [-76.50516817094166, 44.27856061501811], [-76.50516604437668, 44.2786237782832], [-76.50521606562923, 44.278752075993005], [-76.5052494528944, 44.27881477028883], [-76.50526754343217, 44.27886423463514], [-76.50528071381079, 44.27894062873555], [-76.50527182988311, 44.27903209011586], [-76.50535611381052, 44.27933053551991], [-76.50547570586951, 44.2796204550477], [-76.50551611723789, 44.27970186299754], [-76.50554467150252, 44.279732753752896], [-76.50556718821117, 44.27976618861505], [-76.50558546205237, 44.279800956062026], [-76.50559934832495, 44.27983678078831], [-76.50560873707067, 44.27987337911633], [-76.50561355394488, 44.279910461242764], [-76.50561401865174, 44.27994773940274], [-76.50561011303057, 44.27997526930699], [-76.50560872971535, 44.28000288318016], [-76.50561055388894, 44.28003046337088], [-76.50561557284865, 44.280057817823526], [-76.50562375164478, 44.28008475605443], [-76.505635033324, 44.280111090478286], [-76.50564933932593, 44.280136637714435], [-76.5056680709843, 44.28016061178716], [-76.50574742628585, 44.28025465488587], [-76.5058131308619, 44.28035398310616], [-76.50586451040569, 44.2804575771768], [-76.50591097363262, 44.28052988853669], [-76.5059645771025, 44.280599603526], [-76.50602504151561, 44.280666358864586], [-76.50605436434633, 44.28067726404315], [-76.50608550913967, 44.28068527053989], [-76.50611756890028, 44.28069118639774], [-76.50615027402726, 44.280694961868335], [-76.50618334949266, 44.280696565202526], [-76.5062165248181, 44.280696072424135], [-76.50644368630371, 44.2806797340396], [-76.50667004393296, 44.280658329142], [-76.50689654932822, 44.280636056771], [-76.50827268210979, 44.28056012888854], [-76.50840816498852, 44.280556996304256], [-76.50843615477199, 44.28055608121134], [-76.5084641316773, 44.280556722099234], [-76.5084919144433, 44.280559047087166], [-76.50851930740569, 44.280563039801045], [-76.50854611764545, 44.2805686721216], [-76.50857215634746, 44.28057590438237], [-76.50859724013024, 44.28058468564907], [-76.50862119233751, 44.28059495407831], [-76.50864384428228, 44.280606637353145], [-76.5086650364348, 44.280619653192375], [-76.5086846195462, 44.28063390992998], [-76.50870245569948, 44.28064930716078], [-76.50871729372265, 44.28066625604773]]}";44.2770253155,-76.5073227671
